frame_idx,x1,y1,x2,y2
60,286,0,415,55
60_aug00,240,998,366,1064
60_aug01,399,13,499,27
61,955,97,1422,981
61_aug00,983,67,1410,881
61_aug01,0,125,496,1004
62,298,0,394,47
62_aug00,1085,5,1144,11
62_aug01,278,0,342,10
63,274,1,487,107
63_aug00,161,44,372,162
63_aug01,192,914,401,1027
64,260,0,519,122
64_aug00,222,899,483,1024
64_aug01,942,43,1197,172
65,280,0,369,57
65_aug01,1106,1008,1196,1030
67,279,0,410,53
67_aug00,275,2,395,48
67_aug01,229,47,362,110
68,278,1,475,107
68_aug00,1000,25,1168,87
68_aug01,183,21,389,125
69,320,0,455,36
69_aug01,1114,54,1260,109
70,329,0,451,33
70_aug00,911,49,1012,63
70_aug01,230,9,355,54
71,327,0,439,35
71_aug01,343,62,448,84
72,924,178,1422,988
72_aug00,15,127,500,986
72_aug01,66,106,529,851
73,322,0,439,28
74,298,1,393,45
74_aug00,291,925,379,974
74_aug01,308,5,392,30
75,308,0,428,30
75_aug00,1091,91,1200,130
75_aug01,1018,0,1141,24
84,937,170,1422,989
84_aug00,1,185,519,1017
84_aug01,906,157,1354,916
90,187,0,467,176
90_aug00,232,23,509,138
90_aug01,123,52,375,259
91,211,3,1068,565
91_aug00,198,43,1059,633
91_aug01,302,12,1127,558
92,221,0,948,418
92_aug00,535,21,1273,461
92_aug01,510,34,1273,473
93,223,1,1082,586
93_aug00,321,512,1052,1037
93_aug01,404,30,1221,588
94,233,0,1103,636
94_aug00,412,45,1234,636
94_aug01,190,34,996,616
95,981,266,1422,1007
95_aug00,0,187,398,950
95_aug01,946,340,1423,1064
96,255,0,938,384
96_aug00,273,720,973,1064
96_aug01,501,691,1138,1046
97,251,0,1012,452
97_aug00,351,604,1125,1043
97_aug01,292,0,1039,413
99,233,0,933,395
99_aug00,581,36,1228,409
99_aug01,470,0,1130,360
100,233,0,960,435
100_aug00,200,51,890,472
100_aug01,221,14,1012,440
101,219,1,1068,600
101_aug00,117,0,1045,595
101_aug01,346,61,1088,608
102,216,0,944,468
102_aug00,580,0,1364,484
102_aug01,194,51,898,528
103,209,1,1032,594
103_aug00,304,54,1070,606
103_aug01,219,31,1014,604
104,198,0,1030,625
104_aug00,171,63,940,644
104_aug01,434,11,1254,627
105,180,0,874,528
105_aug00,505,530,1241,1025
105_aug01,528,5,1250,497
106,1016,320,1423,1029
106_aug00,1020,368,1440,1064
106_aug01,51,24,515,642
107,173,0,1007,704
107_aug00,200,328,1045,1031
107_aug01,405,0,1306,699
108,164,0,965,738
108_aug00,536,26,1353,766
108_aug01,286,69,962,717
109,173,0,944,673
109_aug00,137,356,901,1018
109_aug01,487,0,1332,689
110,160,0,941,687
110_aug00,536,357,1359,1064
110_aug01,75,8,907,726
111,164,0,927,682
111_aug00,191,429,936,1064
111_aug01,222,40,927,669
112,164,1,908,644
112_aug00,290,0,978,579
112_aug01,130,37,892,690
113,168,0,915,665
113_aug00,178,42,931,699
113_aug01,487,8,1205,641
114,161,0,998,786
114_aug00,132,0,998,787
114_aug01,379,324,1182,1064
115,171,0,927,654
115_aug00,495,37,1277,673
115_aug01,477,28,1233,662
116,180,0,942,695
116_aug00,477,0,1300,691
116_aug01,268,0,951,631
117,1032,338,1422,1033
117_aug00,0,305,381,1029
117_aug01,68,301,426,946
118,165,0,1111,984
118_aug00,338,49,1193,1064
118_aug01,118,0,1144,954
119,196,0,1190,1064
119_aug00,212,40,1110,1064
119_aug01,184,24,1211,1034
120,219,0,1196,1064
120_aug00,317,61,1187,1064
120_aug01,362,0,1198,1030
121,215,0,1311,1064
121_aug00,160,67,1329,1047
121_aug01,175,0,1266,1037
122,157,0,1324,1064
122_aug00,160,28,1309,976
122_aug01,138,34,1273,1064
123,158,0,1347,1064
123_aug00,186,26,1370,1064
123_aug01,64,18,1179,1064
124,169,0,1359,1064
124_aug00,88,50,1252,1064
124_aug01,96,25,1316,1064
125,153,0,1276,1063
125_aug00,238,31,1278,1011
125_aug01,130,8,1327,1064
126,248,0,1176,1064
126_aug00,321,38,1143,1064
126_aug01,336,31,1199,985
127,272,1,1153,1063
127_aug00,207,0,1129,1036
127_aug01,202,0,1256,1022
128,1041,349,1422,1035
128_aug00,0,310,350,1028
128_aug01,43,383,394,1014
129,282,40,1073,979
129_aug00,419,131,1213,1045
129_aug01,280,32,1190,1022
130,272,43,1078,982
130_aug00,246,59,1068,935
130_aug01,310,139,1118,941
131,255,28,1074,984
131_aug00,306,51,1081,977
131_aug01,287,0,1152,944
132,237,24,1071,986
132_aug00,375,0,1151,991
132_aug01,248,0,1080,1019
133,233,35,1081,989
133_aug00,191,0,1093,1012
133_aug01,220,0,1099,987
134,240,17,1082,983
134_aug00,388,43,1171,1038
134_aug01,303,13,1301,987
135,234,14,1085,981
135_aug00,157,13,1105,968
135_aug01,280,0,1096,968
136,233,17,1082,979
136_aug00,282,46,1071,1035
136_aug01,312,49,1056,1008
137,233,14,1089,985
137_aug00,188,0,1120,990
137_aug01,347,9,1278,1003
138,236,1,1084,971
138_aug00,357,18,1234,1004
138_aug01,388,0,1233,1003
139,1052,489,1422,1035
139_aug00,985,547,1394,1018
139_aug01,1001,560,1424,1022
140,244,4,1086,973
140_aug00,307,27,1176,892
140_aug01,174,3,1060,914
141,259,7,1089,966
141_aug00,445,57,1192,1007
141_aug01,429,65,1147,959
142,255,6,1088,966
142_aug00,310,60,1124,898
142_aug01,359,99,1097,1064
143,265,0,1091,968
143_aug00,373,3,1132,897
143_aug01,209,15,1051,852
144,324,0,1098,960
144_aug00,425,29,1113,978
144_aug01,265,15,1104,952
145,366,0,1104,956
145_aug00,416,124,1135,1025
145_aug01,469,6,1135,978
146,381,0,1106,952
146_aug00,484,0,1120,945
146_aug01,362,0,1089,1001
147,373,0,1103,945
147_aug00,331,0,1120,915
147_aug01,286,94,1136,1025
148,372,0,1093,946
148_aug00,313,30,1049,1025
148_aug01,305,3,1190,912
149,374,0,1102,949
149_aug00,292,78,1005,1059
149_aug01,407,79,1091,936
150,1085,601,1380,1013
150_aug00,972,674,1267,993
150_aug01,1067,686,1365,1064
151,370,4,1096,961
151_aug00,321,8,1171,985
151_aug01,316,48,1010,1055
152,360,0,1093,967
152_aug00,379,2,1153,989
152_aug01,286,41,1050,975
153,363,0,1107,961
153_aug00,418,124,1090,994
153_aug01,332,38,1104,993
154,352,11,1103,970
154_aug00,351,0,1175,981
154_aug01,276,9,1137,953
155,340,0,1092,973
155_aug00,387,66,1010,994
155_aug01,351,35,1134,1064
156,326,3,1096,975
156_aug00,345,37,1095,979
156_aug01,348,78,1072,961
157,322,6,1086,978
157_aug00,242,0,1081,962
157_aug01,354,72,1149,917
158,322,24,1089,978
158_aug00,394,39,1179,1016
158_aug01,339,67,1050,976
159,318,15,1085,974
159_aug00,365,0,1090,1003
159_aug01,317,0,1053,1043
160,320,17,1089,977
160_aug00,387,56,1179,960
160_aug01,353,96,988,991
161,1057,738,1300,982
161_aug00,113,668,358,917
161_aug01,190,685,413,912
162,345,47,1059,949
162_aug00,374,132,945,990
162_aug01,440,82,1085,954
163,351,35,1056,957
163_aug00,397,110,1009,1048
163_aug01,338,75,1026,918
164,358,50,1063,959
164_aug00,361,54,1122,1025
164_aug01,254,101,1050,1064
165,377,39,1068,956
165_aug00,299,0,1146,947
165_aug01,384,23,1030,1018
166,387,32,1070,941
166_aug00,357,0,1154,897
166_aug01,340,0,1080,933
167,417,87,1032,894
167_aug00,321,147,1032,1002
167_aug01,457,97,1100,937
168,464,82,862,561
168_aug00,553,95,895,530
168_aug01,395,57,828,571
169,506,64,819,493
169_aug00,626,78,938,500
169_aug01,621,604,940,1055
172,1035,865,1240,1055
172_aug00,149,838,344,1022
172_aug01,71,784,281,989
177,599,157,719,304
177_aug00,558,178,665,310
177_aug01,619,124,745,279
178,606,161,700,249
178_aug00,798,828,892,931
178_aug01,618,134,725,225
179,610,184,711,284
179_aug00,679,185,786,278
179_aug01,716,826,820,934
181,578,166,1007,780
181_aug00,607,109,1062,747
181_aug01,559,185,922,746
182,489,78,1124,1052
182_aug00,594,95,1057,1006
182_aug01,535,50,1147,1064
184,484,86,1080,1006
184_aug00,353,87,1013,922
184_aug01,478,48,948,973
185,496,94,1037,963
185_aug00,391,93,884,1015
185_aug01,354,167,997,1009
186,491,76,1041,961
186_aug00,466,116,965,937
186_aug01,406,85,1023,892
187,471,71,1042,966
187_aug00,490,68,1031,1056
187_aug01,465,108,1158,1024
188,482,44,1043,966
188_aug00,326,72,940,950
188_aug01,527,93,1055,959
189,474,48,1042,963
189_aug00,351,126,944,923
189_aug01,352,34,1077,948
190,474,51,1050,970
190_aug00,410,17,1045,995
190_aug01,361,65,1017,963
191,457,47,1025,950
191_aug00,457,0,1047,943
191_aug01,378,125,1050,1048
192,471,60,987,916
192_aug00,519,201,993,1018
192_aug01,488,171,965,1046
193,462,55,981,910
193_aug00,488,176,929,995
193_aug01,377,46,959,942
195,872,922,1076,1061
195_aug00,828,0,956,59
195_aug01,269,955,493,1064
196,457,46,985,920
196_aug00,568,103,1017,959
196_aug01,375,46,973,868
197,474,30,999,914
197_aug00,458,31,1091,944
197_aug01,395,29,860,938
198,471,43,999,924
198_aug00,556,107,989,914
198_aug01,515,39,1033,951
199,453,50,996,931
199_aug00,398,48,986,989
199_aug01,414,129,1019,1064
200,437,47,995,924
200_aug00,496,72,1003,877
200_aug01,517,83,1025,893
201,424,35,998,925
201_aug00,407,121,894,1010
201_aug01,381,40,958,871
202,441,30,1003,917
202_aug00,444,0,1023,945
202_aug01,372,24,911,993
203,464,24,1010,923
203_aug00,496,32,1062,885
203_aug01,494,2,1018,884
204,463,11,1007,910
204_aug00,386,196,961,1064
204_aug01,480,36,921,898
205,462,22,1010,907
205_aug00,445,5,943,899
205_aug01,499,91,970,938
206,833,852,1107,1060
206_aug00,298,835,565,1018
206_aug01,928,781,1214,945
207,457,7,1013,898
207_aug00,381,0,889,912
207_aug01,407,160,873,1001
208,462,8,1013,894
208_aug00,372,11,956,941
208_aug01,433,35,975,968
209,473,10,1012,910
209_aug00,407,0,1019,898
209_aug01,463,35,1014,846
210,484,19,1017,909
210_aug00,467,137,1089,1064
210_aug01,416,38,886,940
211,531,24,1024,909
211_aug00,517,36,1003,1003
211_aug01,461,0,1045,869
212,559,19,1037,906
212_aug00,360,0,800,915
212_aug01,586,75,1000,961
213,586,15,1046,905
213_aug00,536,9,1036,944
213_aug01,515,46,1024,891
214,606,17,1059,900
214_aug00,618,0,1069,918
214_aug01,397,24,898,955
215,632,12,1068,901
215_aug00,351,94,740,908
215_aug01,354,121,739,975
216,649,21,1070,906
216_aug00,727,77,1116,918
216_aug01,391,67,825,967
217,786,745,1030,977
217_aug00,403,770,644,1016
217_aug01,873,697,1167,910
218,686,26,1088,912
218_aug00,277,0,724,927
218_aug01,369,20,782,933
219,712,35,1113,907
219_aug00,334,40,763,939
219_aug01,689,148,1074,976
220,722,40,1131,901
220_aug00,316,39,754,886
220_aug01,731,50,1178,932
221,728,40,1143,910
221_aug00,703,36,1114,942
221_aug01,341,0,749,873
222,737,62,1175,907
222_aug00,220,11,664,912
222_aug01,251,123,668,876
223,744,90,1192,910
223_aug00,816,50,1231,883
223_aug01,271,163,764,952
224,748,123,1206,906
224_aug00,762,135,1205,926
224_aug01,785,119,1177,900
225,754,141,1208,901
225_aug00,205,148,705,918
225_aug01,285,211,726,925
226,753,158,1203,903
226_aug00,677,116,1221,846
226_aug01,752,84,1133,810
227,757,176,1203,906
227_aug00,178,176,626,948
227_aug01,280,123,731,849
228,768,679,1080,956
228_aug00,826,656,1174,916
228_aug01,315,639,609,887
229,757,183,1226,906
229_aug00,197,277,688,939
229_aug01,769,217,1236,922
230,757,186,1217,907
230_aug00,754,191,1174,918
230_aug01,773,140,1159,831
231,762,216,1232,899
231_aug00,185,205,744,926
231_aug01,851,200,1303,996
232,758,231,1244,912
232_aug00,780,121,1241,887
232_aug01,792,129,1201,842
233,759,222,1267,906
233_aug00,168,259,692,913
233_aug01,802,206,1333,925
234,764,211,1254,894
234_aug00,174,136,651,884
234_aug01,186,99,616,829
235,766,220,1249,905
235_aug00,162,263,682,958
235_aug01,778,237,1307,876
236,762,255,1260,899
236_aug00,758,202,1149,841
236_aug01,769,213,1209,941
237,762,267,1264,901
237_aug00,794,298,1268,907
237_aug01,772,272,1255,901
238,766,263,1265,903
238_aug00,780,180,1268,873
238_aug01,791,304,1309,868
239,784,715,1043,966
239_aug00,851,722,1149,969
239_aug01,409,710,668,935
240,775,299,1279,899
240_aug00,215,312,677,877
240_aug01,728,337,1311,967
241,769,295,1268,901
241_aug00,688,416,1280,960
241_aug01,108,92,650,742
242,768,276,1269,909
242_aug00,131,304,668,893
242_aug01,778,380,1281,923
243,765,266,1289,968
243_aug00,663,344,1271,979
243_aug01,191,353,704,975
244,769,241,1314,978
244_aug00,77,267,699,1050
244_aug01,220,247,705,926
245,768,247,1298,968
245_aug00,153,140,662,896
245_aug01,137,125,632,952
246,773,237,1298,925
246_aug00,129,171,603,927
246_aug01,718,272,1260,980
247,773,220,1309,967
247_aug00,163,284,716,1010
247_aug01,128,155,615,965
248,758,195,1311,1002
248_aug00,775,175,1361,1050
248_aug01,818,44,1360,975
249,759,183,1254,887
249_aug00,171,223,611,980
249_aug01,728,201,1219,840
