frame_idx,x1,y1,x2,y2
86_aug01,231,131,899,617
87,76,170,831,599
87_aug00,13,41,800,568
87_aug01,82,119,841,584
88,74,169,817,581
88_aug00,26,87,803,611
88_aug01,88,170,823,576
89,79,159,822,576
89_aug00,159,187,858,606
89_aug01,519,83,1246,581
90,78,158,834,573
90_aug00,558,207,1326,553
90_aug01,511,485,1242,794
91,79,154,834,570
91_aug00,519,255,1279,584
91_aug01,505,127,1279,581
92,648,163,1118,514
92_aug00,629,498,1074,840
92_aug01,643,200,1067,522
93,670,161,1117,519
93_aug00,230,174,695,556
93_aug01,189,209,647,586
94,623,222,1065,627
94_aug00,559,212,961,594
94_aug01,585,473,1048,894
95,676,161,1115,516
95_aug00,704,216,1114,552
95_aug01,264,180,677,514
96,663,162,1115,515
96_aug00,616,194,1022,513
96_aug01,722,219,1140,551
97,667,161,1115,519
97_aug00,631,117,1082,479
97_aug01,282,136,746,513
98,674,159,1117,521
98_aug00,675,155,1130,528
98_aug01,734,177,1137,502
99,666,163,1115,516
99_aug00,593,611,1026,952
99_aug01,266,169,727,532
100,670,159,1118,514
100_aug00,673,120,1132,486
100_aug01,742,170,1201,551
101,663,159,1114,522
101_aug00,642,175,1054,516
101_aug01,234,131,717,521
102,621,216,1069,630
102_aug00,318,466,772,883
102_aug01,314,158,783,591
103,617,215,1061,625
103_aug00,307,150,760,572
103_aug01,271,448,740,882
104,620,219,1069,623
104_aug00,268,415,701,801
104_aug01,324,196,776,600
105,619,215,1065,625
105_aug00,245,195,714,632
105_aug01,278,213,768,664
106,617,221,1064,625
106_aug00,581,241,1016,636
106_aug01,660,235,1085,626
107,622,221,1061,625
107_aug00,283,422,755,856
107_aug01,330,430,771,850
108,617,218,1071,620
108_aug00,341,164,806,582
108_aug01,346,246,774,627
109,617,219,1065,625
109_aug00,602,484,1044,890
109_aug01,661,435,1077,815
110,620,221,1060,621
110_aug00,243,170,717,617
110_aug01,605,291,1009,657
111,616,225,1062,627
111_aug00,636,221,1039,601
111_aug01,634,228,1044,606
112,617,216,1064,621
112_aug00,650,220,1119,661
112_aug01,203,191,674,627
113,621,216,1062,620
113_aug00,629,257,1083,669
113_aug01,252,159,704,586
114,621,221,1062,625
114_aug00,286,252,743,674
114_aug01,662,264,1094,671
115,620,215,1069,628
115_aug00,635,165,1116,607
115_aug01,665,240,1067,619
