frame_idx,x1,y1,x2,y2
65_aug01,355,16,1197,680
66,555,117,1264,761
66_aug00,606,171,1322,803
66_aug01,108,266,867,963
67,724,379,1188,747
67_aug00,314,464,749,782
67_aug01,270,382,754,759
68,736,344,1100,673
68_aug00,284,387,684,726
68_aug01,745,318,1144,667
69,794,467,1217,715
69_aug00,214,437,614,698
69_aug01,800,350,1229,561
70,800,327,1168,661
70_aug00,259,368,645,708
70_aug01,230,409,623,754
71,850,374,1218,651
71_aug00,146,329,540,628
71_aug01,854,431,1188,681
72,975,494,1425,911
72_aug00,89,540,508,920
72_aug01,71,427,479,826
73,858,530,1247,716
73_aug00,132,541,527,736
73_aug01,189,394,533,611
74,898,594,1217,736
74_aug00,146,632,498,773
74_aug01,296,623,593,740
75,816,208,1189,575
75_aug00,798,176,1192,574
75_aug01,815,189,1205,564
76,839,74,1276,453
76_aug00,173,84,604,443
76_aug01,887,70,1297,431
77,858,58,1290,460
77_aug00,237,24,674,402
77_aug01,172,80,586,453
78,755,51,1236,463
78_aug00,120,44,600,466
78_aug01,279,77,721,450
79,700,83,1205,530
79_aug00,694,44,1226,515
79_aug01,648,92,1155,540
80,750,186,1222,632
80_aug00,704,155,1193,614
80_aug01,707,193,1203,659
81,814,338,1213,743
81_aug00,825,392,1265,840
81_aug01,243,275,674,715
82,848,448,1208,762
82_aug00,897,307,1259,625
82_aug01,854,495,1204,799
83,473,671,1030,1064
83_aug00,463,82,947,439
83_aug01,404,672,914,1036
84,976,495,1400,889
84_aug00,958,205,1391,628
84_aug01,94,526,531,924
85,856,500,1206,776
85_aug00,201,320,552,611
85_aug01,295,451,631,723
86,879,503,1210,798
86_aug00,927,556,1271,842
86_aug01,254,504,561,786
87,857,350,1314,788
87_aug00,132,343,589,782
87_aug01,812,360,1276,804
88,858,402,1311,846
88_aug00,196,456,653,912
88_aug01,851,141,1293,582
95,958,488,1396,896
95_aug00,45,350,480,754
95_aug01,54,465,500,913
99,611,793,1227,1064
99_aug00,546,827,1115,1041
99_aug01,461,848,1103,1041
106,970,477,1423,889
106_aug00,1018,394,1440,808
106_aug01,17,405,417,788
117,969,472,1359,882
117_aug00,0,446,415,892
117_aug01,25,536,443,968
124,731,796,1342,1064
124_aug00,157,57,700,330
124_aug01,760,768,1336,1064
125,716,789,1320,1064
125_aug00,250,788,834,1011
125_aug01,786,0,1376,307
126,751,762,1376,1063
126_aug00,805,718,1440,1049
126_aug01,698,841,1347,1064
127,726,732,1376,1063
127_aug00,821,617,1431,963
127_aug01,53,619,646,966
128,985,424,1424,884
128_aug00,0,506,453,968
128_aug01,33,493,521,977
129,740,649,1397,1064
129_aug00,35,781,759,1064
129_aug01,58,15,727,395
130,754,592,1429,1064
130_aug00,647,693,1394,1064
130_aug01,0,572,631,1056
131,758,558,1425,1064
131_aug00,679,627,1298,1033
131_aug01,737,588,1396,1046
132,766,552,1424,1063
132_aug00,781,9,1433,522
132_aug01,18,571,717,1037
133,736,549,1395,1064
133_aug00,147,59,765,521
133_aug01,65,579,697,1064
134,690,563,1403,1064
134_aug00,722,471,1411,963
134_aug01,56,606,747,1034
135,678,543,1400,1064
135_aug00,617,621,1298,1063
135_aug01,638,587,1385,1051
136,766,551,1415,1056
136_aug00,31,527,622,986
136_aug01,785,467,1378,936
137,677,655,1424,1064
137_aug00,77,61,805,440
137_aug01,583,744,1395,1064
138,680,678,1376,1064
138_aug00,823,631,1433,1021
138_aug01,710,0,1416,341
139,938,436,1419,873
139_aug00,942,511,1440,975
139_aug01,977,128,1440,559
140,597,578,1422,1063
140_aug00,0,517,748,1031
140_aug01,55,563,863,1064
141,674,521,1429,1064
141_aug00,647,65,1362,544
141_aug01,0,450,646,1064
142,699,563,1415,1064
142_aug00,0,624,748,1064
142_aug01,640,573,1413,1025
143,692,690,1412,1064
143_aug00,803,602,1440,1021
143_aug01,746,665,1399,1012
144,742,739,1394,1064
144_aug00,702,768,1374,1045
144_aug01,778,64,1346,394
145,866,773,1380,1064
145_aug00,83,801,572,1064
145_aug01,18,695,499,1053
146,912,809,1346,1064
146_aug00,56,696,476,1033
146_aug01,132,722,517,987
147,961,810,1347,1064
147_aug00,1088,756,1440,1064
147_aug01,132,873,475,1031
148,982,678,1391,1063
148_aug00,1061,645,1440,1056
148_aug01,189,736,580,1037
149,1077,648,1324,1018
149_aug00,144,622,391,993
149_aug01,11,589,276,994
150,956,452,1415,860
150_aug00,60,540,499,926
150_aug01,1,235,474,658
151,1003,611,1383,934
151_aug00,1074,565,1436,939
151_aug01,1009,516,1360,849
152,1045,656,1407,959
152_aug00,960,160,1301,434
152_aug01,0,538,251,904
153,1149,692,1412,1064
153_aug00,15,709,293,1046
153_aug01,16,628,259,978
154,1070,575,1364,965
154_aug00,1079,663,1416,1064
154_aug01,1041,138,1331,519
155,775,288,1424,942
155_aug00,80,172,673,797
155_aug01,796,310,1404,928
156,719,67,1422,963
156_aug00,757,38,1416,857
156_aug01,0,50,715,1017
157,700,280,1425,940
157_aug00,4,292,727,951
157_aug01,648,107,1381,775
158,699,292,1420,1006
158_aug00,0,375,732,1064
158_aug01,52,310,804,1064
159,735,621,1351,1064
159_aug00,247,620,816,986
159_aug01,57,586,649,1056
160,809,712,1416,1064
160_aug00,30,690,645,1034
160_aug01,43,798,686,1021
161,958,456,1434,884
161_aug00,937,66,1440,517
161_aug01,48,542,553,980
162,918,882,1315,1064
162_aug00,839,938,1203,1046
162_aug01,0,792,409,1027
170,537,918,1188,1064
170_aug00,399,28,1000,163
170_aug01,384,945,968,1064
171,421,852,1211,1064
171_aug00,398,894,1124,1064
171_aug01,326,884,1046,1064
172,941,468,1416,955
172_aug00,18,371,476,898
172_aug01,7,488,488,987
173,365,738,1328,1063
173_aug00,121,773,1097,1064
173_aug01,58,677,925,1021
174,383,698,1336,1064
174_aug00,547,38,1381,412
174_aug01,179,681,1052,1031
175,421,701,1340,1064
175_aug00,160,62,1006,434
175_aug01,202,694,1113,1023
176,455,669,1406,1064
176_aug00,42,632,1028,1027
176_aug01,117,0,1067,353
177,452,526,1431,1064
177_aug00,519,0,1440,587
177_aug01,369,0,1413,465
178,487,479,1419,1064
178_aug00,0,531,972,1064
178_aug01,516,414,1440,1018
179,515,489,1396,1064
179_aug00,494,548,1347,1064
179_aug01,71,32,951,597
180,560,518,1437,1064
180_aug00,592,583,1440,1061
180_aug01,61,525,917,1047
181,539,500,1423,1064
181_aug00,64,536,883,987
181_aug01,0,536,905,1064
182,514,367,1425,1061
182_aug00,601,327,1416,960
182_aug01,76,46,921,634
183,941,453,1422,1028
183_aug00,0,566,518,1049
183_aug01,55,530,530,997
184,549,157,1357,698
184_aug00,74,138,866,681
184_aug01,71,408,878,948
185,524,216,1321,755
185_aug00,98,173,861,725
185_aug01,90,186,863,722
186,590,359,1355,862
186_aug00,609,231,1402,776
186_aug01,65,349,806,832
187,603,504,1372,1064
187_aug00,84,535,912,1048
187_aug01,131,40,908,563
188,528,418,1347,1047
188_aug00,124,76,878,638
188_aug01,142,413,936,1020
189,504,379,1296,940
189_aug00,196,376,979,931
189_aug01,160,406,890,924
190,545,557,1314,1056
190_aug00,575,525,1267,980
190_aug01,145,575,908,1064
191,567,722,1314,1064
191_aug00,270,719,1004,1010
191_aug01,181,740,1008,1034
192,569,741,1344,1064
192_aug00,637,705,1423,1064
192_aug01,159,779,894,1059
193,561,737,1326,1064
193_aug00,684,651,1354,998
193_aug01,59,747,837,1064
194,608,738,1215,1064
194_aug00,612,702,1171,999
194_aug01,237,6,843,332
195,1127,561,1405,927
195_aug00,48,575,329,923
195_aug01,1089,607,1366,949
196,573,680,1314,1064
196_aug00,174,17,897,343
196_aug01,541,703,1221,1037
197,668,583,1299,1040
197_aug00,143,588,778,1052
197_aug01,737,9,1404,505
198,678,582,1314,985
198_aug00,662,60,1300,458
198_aug01,571,27,1236,438
199,677,579,1320,978
199_aug00,684,592,1344,1001
199_aug01,734,475,1322,865
200,692,571,1311,1006
200_aug00,169,576,784,1010
200_aug01,165,143,734,549
201,704,511,1321,996
201_aug00,739,43,1418,577
201_aug01,735,504,1311,957
202,682,489,1321,970
202_aug00,671,519,1333,1015
202_aug01,673,487,1322,976
203,703,445,1316,878
203_aug00,673,485,1304,912
203_aug01,107,460,761,904
204,708,400,1300,804
204_aug00,715,359,1304,761
204_aug01,174,333,755,736
205,662,340,1253,752
205_aug00,694,286,1278,692
205_aug01,227,401,841,829
206,1142,648,1383,953
206_aug00,82,122,296,395
206_aug01,95,202,315,478
207,716,416,1273,798
207_aug00,773,381,1325,772
207_aug01,162,377,748,799
208,815,479,1308,838
208_aug00,148,230,640,582
208_aug01,840,543,1314,895
209,922,520,1361,957
209_aug00,3,126,454,568
209_aug01,900,172,1306,572
210,834,637,1309,1021
210_aug00,191,112,623,454
210_aug01,933,110,1440,507
211,755,547,1404,1046
211_aug00,776,614,1438,1064
211_aug01,753,0,1440,470
212,708,558,1420,1061
212_aug00,757,521,1440,1037
212_aug01,39,598,795,1064
213,737,597,1422,1064
213_aug00,23,571,712,1022
213_aug01,34,555,688,1064
214,732,607,1420,1064
214_aug00,5,494,626,1063
214_aug01,15,532,683,1030
215,672,616,1425,1063
215_aug00,73,512,702,1050
215_aug01,89,561,805,1005
216,745,629,1420,1063
216_aug00,719,676,1382,1064
216_aug01,0,478,570,1033
217,1142,632,1372,946
217_aug00,1169,27,1424,367
217_aug01,0,649,216,988
218,729,539,1426,1045
218_aug00,656,529,1377,1024
218_aug01,682,521,1349,1005
219,750,578,1420,1063
219_aug00,744,78,1361,517
219_aug01,55,621,724,1010
220,816,679,1395,1064
220_aug00,68,730,664,1064
220_aug01,794,699,1347,1002
221,645,711,1344,1064
221_aug00,702,701,1382,1061
221_aug01,83,694,768,1028
222,501,585,1427,1064
222_aug00,480,628,1440,1064
222_aug01,550,508,1440,1027
223,410,363,1358,1064
223_aug00,12,0,1001,703
223_aug01,420,353,1284,982
224,642,0,1142,601
224_aug00,271,449,798,1047
224_aug01,725,37,1280,695
228,1160,643,1412,977
228_aug00,1070,710,1302,997
228_aug01,1122,622,1354,934
230,336,166,837,617
230_aug00,653,197,1167,659
230_aug01,256,160,789,638
231,366,191,1112,798
231_aug00,351,182,1088,782
231_aug01,354,310,1059,880
232,386,232,1237,866
232_aug00,362,255,1129,826
232_aug01,159,198,1024,857
233,489,280,1279,867
233_aug00,90,205,937,834
233_aug01,104,317,907,913
234,447,275,1257,889
234_aug00,181,242,927,833
234_aug01,460,286,1346,931
235,437,257,1202,745
235_aug00,252,294,1021,776
235_aug01,231,246,1064,773
236,428,256,1096,707
236_aug00,309,308,1063,804
236_aug01,418,287,1038,714
237,397,272,958,699
237_aug00,415,282,1035,744
237_aug01,388,249,994,680
239,538,352,917,727
239_aug00,564,317,914,718
239_aug01,590,321,929,704
240,377,339,790,698
240_aug00,381,299,790,690
240_aug01,684,300,1132,693
241,339,316,645,639
241_aug00,826,420,1112,749
241_aug01,407,329,661,631
242,377,297,646,602
242_aug00,805,302,1038,609
242_aug01,378,247,708,554
243,404,331,701,645
243_aug00,723,312,1018,615
243_aug01,433,447,726,772
244,658,477,1063,727
244_aug00,680,431,1094,746
244_aug01,395,461,824,712
245,897,452,1423,965
245_aug00,28,378,545,896
245_aug01,70,483,563,963
246,905,477,1423,977
246_aug00,802,531,1315,1005
246_aug01,8,347,460,823
247,906,490,1423,977
247_aug00,67,256,519,723
247_aug01,33,554,594,1064
248,926,467,1422,974
248_aug00,0,127,461,603
248_aug01,889,447,1332,907
