frame_idx,x1,y1,x2,y2
76_aug00,397,766,544,861
76_aug01,405,768,553,862
77,361,780,519,884
77_aug00,354,801,521,911
77_aug01,369,815,542,929
78,363,777,517,888
78_aug00,546,727,693,838
78_aug01,480,160,639,271
79,360,784,519,885
79_aug00,500,122,663,228
79_aug01,385,92,550,196
80,361,783,520,889
80_aug00,573,781,738,900
80_aug01,418,734,569,835
81,363,780,523,896
81_aug00,538,789,707,925
81_aug01,319,783,494,911
82,361,785,517,887
82_aug00,319,732,467,833
82_aug01,591,764,729,865
83,356,885,639,1017
83_aug00,355,0,641,99
83_aug01,229,851,507,1009
84,324,839,585,1011
84_aug00,415,825,656,987
84_aug01,275,48,526,220
85,360,784,521,887
85_aug00,512,807,686,916
85_aug01,294,756,463,870
86,367,787,524,887
86_aug00,286,720,438,829
86_aug01,524,789,686,896
87,364,776,524,879
87_aug00,323,761,482,874
87_aug01,484,742,632,837
88,367,775,520,883
88_aug00,346,821,510,934
88_aug01,561,142,714,254
89,365,788,524,891
89_aug00,545,146,688,242
89_aug01,399,816,563,922
90,459,857,624,955
90_aug00,362,828,532,928
90_aug01,497,897,667,995
91,479,871,628,969
91_aug00,473,49,636,153
91_aug01,411,855,556,957
92,485,872,635,973
92_aug00,361,109,507,207
92_aug01,422,861,575,967
93,489,861,635,965
93_aug00,486,882,636,987
93_aug01,439,132,567,235
94,495,827,621,931
94_aug00,535,783,660,879
94_aug01,505,83,627,203
95,324,820,581,1000
95_aug00,401,778,661,967
95_aug01,411,825,687,1006
96,496,821,619,932
96_aug00,423,800,532,909
96_aug01,437,858,557,981
97,493,835,581,924
97_aug00,439,871,529,962
97_aug01,450,841,551,935
98,507,821,609,920
98_aug00,345,844,461,950
98_aug01,513,797,610,889
99,511,817,608,923
99_aug00,581,836,686,944
99_aug01,495,858,596,978
100,503,820,604,922
100_aug00,409,855,509,958
100_aug01,459,172,555,266
101,529,827,600,897
101_aug00,430,807,505,881
101_aug01,524,830,589,895
102,536,841,589,904
102_aug00,403,74,462,138
102_aug01,472,867,524,930
103,517,815,601,920
103_aug00,559,803,652,917
103_aug01,420,824,507,931
104,509,809,603,901
104_aug00,368,759,463,851
104_aug01,507,779,597,867
105,507,807,603,904
105_aug00,329,839,439,948
105_aug01,567,819,660,912
106,339,808,581,971
106_aug00,271,735,485,892
106_aug01,372,843,632,1020
107,511,809,604,908
107_aug00,454,828,539,922
107_aug01,417,851,521,955
108,508,807,607,912
108_aug00,533,840,640,949
108_aug01,538,762,635,858
109,513,808,603,905
109_aug00,531,779,628,875
109_aug01,571,751,656,838
110,515,805,603,904
110_aug00,570,763,662,863
110_aug01,420,115,512,218
111,515,808,604,908
111_aug00,404,811,494,920
111_aug01,399,802,490,898
112,511,809,604,903
112_aug00,460,805,556,909
112_aug01,401,768,492,860
113,509,809,607,913
113_aug00,448,107,547,217
113_aug01,508,760,597,863
114,508,815,608,919
114_aug00,496,799,591,902
114_aug01,508,782,606,888
115,511,811,607,916
115_aug00,484,169,568,271
115_aug01,345,773,439,869
116,513,808,603,909
116_aug00,435,113,511,207
116_aug01,523,827,622,933
117,377,740,607,908
117_aug00,478,763,703,920
117_aug01,335,707,575,876
118,517,805,605,912
118_aug00,484,836,571,944
118_aug01,412,867,498,991
119,519,811,601,911
119_aug00,588,770,674,871
119_aug01,505,803,597,914
120,516,807,604,907
120_aug00,508,818,598,924
120_aug01,492,824,573,918
121,519,811,607,908
121_aug00,488,831,580,935
121_aug01,521,824,597,917
122,520,805,605,908
122_aug00,500,775,579,879
122_aug01,495,761,582,865
123,521,801,604,907
123_aug00,555,146,648,257
123_aug01,547,160,632,268
124,521,799,604,903
124_aug00,446,859,528,973
124_aug01,471,103,556,217
125,521,796,601,897
125_aug00,483,849,565,956
125_aug01,456,159,531,256
126,525,797,601,899
126_aug00,425,839,500,942
126_aug01,361,781,438,877
127,520,797,600,897
127_aug00,592,733,671,828
127_aug01,480,812,555,907
128,419,625,661,821
128_aug00,470,572,676,768
128_aug01,361,606,596,810
129,524,792,600,896
129_aug00,504,819,589,933
129_aug01,415,733,485,827
130,525,791,600,893
130_aug00,545,765,622,869
130_aug01,511,862,583,972
131,523,793,600,893
131_aug00,463,805,536,906
131_aug01,463,182,530,275
132,527,791,600,891
132_aug00,556,794,636,903
132_aug01,354,810,429,910
133,529,788,599,890
133_aug00,483,821,550,920
133_aug01,400,764,470,860
134,529,787,600,891
134_aug00,525,74,599,181
134_aug01,472,832,540,934
135,528,784,600,885
135_aug00,452,782,522,885
135_aug01,607,772,685,873
136,527,780,600,885
136_aug00,324,730,407,837
136_aug01,385,740,453,835
137,536,781,696,881
137_aug00,485,808,656,910
137_aug01,493,135,659,239
138,535,767,704,880
138_aug00,538,826,723,946
138_aug01,359,148,513,248
139,421,512,668,756
139_aug00,430,226,670,485
139_aug01,480,487,734,762
140,539,760,709,863
140_aug00,531,731,689,820
140_aug01,482,757,642,848
141,553,711,721,829
141_aug00,291,675,447,795
141_aug01,554,650,722,782
142,565,661,737,773
142_aug00,309,629,473,741
142_aug01,281,661,459,772
143,572,652,744,759
143_aug00,295,612,464,711
143_aug01,607,654,782,751
144,575,645,744,753
144_aug00,306,675,489,801
144_aug01,586,592,753,694
145,579,632,749,744
145_aug00,266,594,442,705
145_aug01,500,296,655,410
146,586,609,757,713
146_aug00,562,280,731,387
146_aug01,279,594,439,684
147,553,536,729,640
147_aug00,559,576,719,675
147_aug01,522,360,707,490
148,523,523,708,624
148_aug00,341,471,521,573
148_aug01,281,506,461,604
149,487,505,672,607
149_aug00,488,518,665,632
149_aug01,389,439,561,534
150,396,449,601,643
150_aug00,416,342,620,556
150_aug01,462,412,650,614
151,467,508,663,609
151_aug00,407,530,590,633
151_aug01,441,405,653,520
152,468,517,655,609
152_aug00,496,503,697,609
152_aug01,470,424,651,516
153,467,513,641,612
153_aug00,387,528,554,622
153_aug01,476,554,655,657
154,463,524,639,623
154_aug00,437,426,615,519
154_aug01,499,396,665,502
155,487,540,671,637
155_aug00,498,528,695,642
155_aug01,480,536,671,643
156,537,572,705,696
156_aug00,542,581,684,707
156_aug01,523,511,700,623
157,528,599,683,731
157_aug00,489,301,635,444
157_aug01,294,556,452,664
158,527,600,684,736
158_aug00,369,330,522,462
158_aug01,537,565,682,692
159,531,597,687,731
159_aug00,577,575,755,704
159_aug01,504,325,640,456
160,528,591,681,713
160_aug00,325,299,482,420
160_aug01,521,575,689,707
161,383,461,583,645
161_aug00,380,426,590,614
161_aug01,409,446,631,624
162,557,541,725,663
162_aug00,298,523,459,653
162_aug01,287,513,449,630
163,553,548,724,679
163_aug00,251,567,438,709
163_aug01,308,555,466,680
164,558,548,724,675
164_aug00,549,553,725,670
164_aug01,599,513,785,634
165,552,544,727,680
165_aug00,547,508,712,634
165_aug01,344,347,511,477
166,549,547,721,677
166_aug00,301,566,480,705
166_aug01,338,534,514,667
167,555,529,721,667
167_aug00,339,536,512,694
167_aug01,524,489,683,622
168,539,505,705,644
168_aug00,338,403,508,542
168_aug01,355,476,520,617
169,497,475,673,603
169_aug00,514,452,688,590
169_aug01,528,487,718,626
170,481,457,665,588
170_aug00,466,420,663,563
170_aug01,396,473,568,588
171,463,441,649,571
171_aug00,377,446,548,577
171_aug01,344,437,536,574
172,385,484,588,657
172_aug00,358,447,562,635
172_aug01,425,450,604,620
173,457,444,643,557
173_aug00,405,457,602,576
173_aug01,360,468,533,569
174,449,457,636,573
174_aug00,439,455,621,568
174_aug01,427,433,605,559
175,436,492,623,617
175_aug00,480,523,649,644
175_aug01,436,479,632,635
176,432,500,615,635
176_aug00,460,514,622,646
176_aug01,448,489,641,623
177,431,496,611,639
177_aug00,416,512,584,641
177_aug01,399,501,583,629
178,431,477,616,628
178_aug00,413,445,595,569
178_aug01,454,465,626,625
179,423,463,617,621
179_aug00,401,485,608,638
179_aug01,424,377,598,525
180,427,467,619,623
180_aug00,390,451,580,590
180_aug01,374,500,580,670
181,445,491,620,624
181_aug00,403,430,572,558
181_aug01,371,397,565,530
182,451,493,615,614
182_aug00,408,465,579,579
182_aug01,471,499,649,637
183,380,529,571,684
183_aug00,490,492,692,656
183_aug01,442,287,633,460
184,455,492,603,605
184_aug00,461,455,617,583
184_aug01,481,411,621,529
185,452,495,604,616
185_aug00,428,498,571,623
185_aug01,449,460,602,592
186,463,484,613,603
186_aug00,409,519,574,641
186_aug01,449,398,594,506
187,467,491,615,603
187_aug00,519,488,655,603
187_aug01,473,498,612,595
188,467,489,612,600
188_aug00,369,510,520,634
188_aug01,423,504,579,628
189,472,485,611,587
189_aug00,421,445,551,538
189_aug01,459,469,604,587
190,481,491,623,612
190_aug00,437,501,583,624
190_aug01,402,518,552,644
191,492,487,628,612
191_aug00,371,452,502,571
191_aug01,514,495,653,626
192,493,503,633,660
192_aug00,417,485,565,648
192_aug01,472,470,609,623
193,512,516,649,671
193_aug00,483,551,609,692
193_aug01,348,487,488,646
194,357,853,656,1017
194_aug00,438,3,751,163
194_aug01,240,0,553,146
195,375,523,565,679
195_aug00,495,554,674,706
195_aug01,417,496,608,673
196,513,517,653,668
196_aug00,355,495,487,637
196_aug01,376,549,514,698
197,521,511,665,664
197_aug00,520,538,659,685
197_aug01,403,487,540,630
198,524,508,676,667
198_aug00,363,470,521,637
198_aug01,314,497,478,673
199,528,499,675,657
199_aug00,541,413,675,555
199_aug01,366,523,502,670
200,520,489,677,655
200_aug00,362,526,508,680
200_aug01,518,489,664,640
201,527,484,679,645
201_aug00,531,475,688,638
201_aug01,346,393,487,542
202,523,480,683,656
202_aug00,491,506,646,672
202_aug01,370,467,530,649
203,523,477,676,656
203_aug00,536,339,702,534
203_aug01,521,456,678,639
204,519,481,680,657
204_aug00,520,382,665,546
204_aug01,497,511,665,688
205,517,483,677,665
205_aug00,340,471,503,663
205_aug01,316,348,487,541
206,379,516,555,661
206_aug00,509,544,698,681
206_aug01,387,346,578,472
207,512,488,675,673
207_aug00,385,513,540,679
207_aug01,483,477,642,664
208,507,500,672,691
208_aug00,371,539,537,722
208_aug01,318,469,491,681
209,499,508,671,703
209_aug00,471,510,663,721
209_aug01,348,539,503,718
210,496,515,672,712
210_aug00,389,562,561,737
210_aug01,350,500,505,686
211,492,516,673,715
211_aug00,366,508,541,686
211_aug01,312,510,494,715
212,492,519,671,721
212_aug00,308,533,500,749
212_aug01,438,284,642,490
213,491,527,672,732
213_aug00,500,525,700,746
213_aug01,371,526,547,713
214,487,567,673,771
214_aug00,457,587,640,782
214_aug01,370,232,586,438
215,483,592,684,809
215_aug00,511,561,721,798
215_aug01,526,573,740,808
216,483,591,685,814
216_aug00,393,589,604,808
216_aug01,431,582,657,819
217,383,536,555,675
217_aug00,455,505,631,623
217_aug01,449,550,627,684
218,481,588,689,810
218_aug00,441,210,645,421
218_aug01,318,603,532,830
219,480,640,665,811
219_aug00,388,601,564,769
219_aug01,427,619,628,792
220,495,604,684,817
220_aug00,508,571,695,795
220_aug01,424,594,625,798
221,499,664,697,852
221_aug00,581,635,773,836
221_aug01,354,673,546,863
222,509,625,719,831
222_aug00,263,581,454,795
222_aug01,294,650,516,863
223,507,627,713,853
223_aug00,550,172,749,392
223_aug01,327,121,541,338
224,511,628,717,857
224_aug00,448,605,651,821
224_aug01,355,681,576,906
225,508,637,717,868
225_aug00,315,167,507,383
225_aug01,276,622,472,842
226,512,644,723,877
226_aug00,297,201,498,432
226_aug01,363,153,566,363
227,511,644,719,877
227_aug00,478,676,690,913
227_aug01,528,633,737,872
228,379,555,553,689
228_aug00,392,572,550,701
228_aug01,441,586,594,725
229,515,646,716,888
229_aug00,376,115,611,372
229_aug01,387,638,581,851
230,512,649,720,893
230_aug00,474,664,703,928
230_aug01,315,646,553,906
231,516,651,723,900
231_aug00,323,708,555,977
231_aug01,311,609,507,840
232,517,653,721,888
232_aug00,293,646,491,875
232_aug01,260,603,457,838
233,520,660,711,895
233_aug00,482,664,674,898
233_aug01,459,656,647,876
234,521,660,705,888
234_aug00,455,697,650,930
234_aug01,512,691,688,908
235,521,664,708,908
235_aug00,365,681,538,902
235_aug01,486,691,693,946
236,519,672,704,911
236_aug00,329,607,503,841
236_aug01,545,657,741,926
237,527,673,708,920
237_aug00,310,654,491,905
237_aug01,563,666,749,929
238,528,676,711,919
238_aug00,328,629,501,864
238_aug01,311,707,514,966
239,383,551,549,688
239_aug00,332,555,511,677
239_aug01,460,531,647,669
240,527,672,712,917
240_aug00,333,675,508,902
240_aug01,603,619,770,855
241,531,675,711,920
241_aug00,306,703,494,965
241_aug01,497,678,666,903
242,528,673,712,923
242_aug00,320,71,529,325
242_aug01,537,722,738,991
243,527,680,711,915
243_aug00,333,193,495,410
243_aug01,278,613,446,846
244,521,695,704,925
244_aug00,513,674,697,898
244_aug01,525,106,716,348
245,525,699,701,936
245_aug00,593,638,761,887
245_aug01,569,684,721,906
246,513,613,668,891
246_aug00,408,595,569,858
246_aug01,553,187,701,457
247,524,575,699,851
247_aug00,336,171,513,452
247_aug01,572,559,749,839
248,524,572,688,845
248_aug00,529,159,690,425
248_aug01,377,536,534,793
249,524,572,688,853
249_aug00,576,182,743,470
249_aug01,402,570,573,844
