frame_idx,x1,y1,x2,y2
114,189,14,235,51
114_aug00,182,12,231,51
114_aug01,467,32,508,67
115,191,14,249,52
115_aug00,234,554,280,576
115_aug01,225,20,279,55
116,194,13,255,54
116_aug00,470,472,530,508
116_aug01,492,49,563,91
117,194,15,236,49
117_aug00,536,27,583,63
117_aug01,148,2,193,32
118,197,14,255,44
118_aug00,412,0,464,16
118_aug01,504,42,569,79
119,198,15,254,45
119_aug00,161,21,220,45
119_aug01,129,21,192,54
120,200,15,255,45
120_aug00,519,16,580,50
121,196,14,253,44
121_aug00,472,524,529,554
121_aug01,155,15,213,45
122,204,15,258,42
122_aug00,443,8,497,37
122_aug01,303,0,305,1
123,203,14,269,42
123_aug00,424,559,489,576
123_aug01,379,560,437,576
124,204,14,255,44
124_aug00,275,533,320,558
124_aug01,427,20,478,51
125,202,14,293,47
125_aug00,200,44,286,75
125_aug01,198,37,290,70
126,208,15,260,44
126_aug00,135,21,195,52
126_aug01,495,63,545,89
127,207,14,256,41
127_aug00,263,11,307,29
127_aug01,469,56,518,81
129,213,15,276,44
129_aug00,368,15,431,41
129_aug01,407,21,465,52
130,208,14,259,45
130_aug00,239,9,281,24
137,224,15,283,52
137_aug00,399,533,454,576
137_aug01,473,23,530,55
138,231,17,269,49
138_aug00,247,9,283,42
138_aug01,397,550,430,576
140,236,16,285,49
140_aug00,395,0,437,33
140_aug01,311,0,336,10
141,248,19,285,51
141_aug00,217,0,260,24
141_aug01,424,12,460,42
143,245,16,288,47
143_aug00,164,30,215,59
143_aug01,435,13,481,42
144,258,21,294,47
144_aug00,447,20,484,48
144_aug01,247,520,281,544
145,261,13,303,49
145_aug00,254,15,294,53
145_aug01,432,48,474,80
146,259,14,300,46
146_aug00,223,0,265,23
146_aug01,443,60,484,85
147,276,15,312,44
147_aug00,230,13,272,41
147_aug01,459,50,494,76
149,289,16,328,38
149_aug00,278,22,316,43
149_aug01,415,54,452,76
173,360,14,394,40
173_aug00,265,9,298,39
173_aug01,391,57,422,84
